"Name","Month","Sales","ExciseTax","County","Established","RetailerURLLink"
"2052","MISTER BUDS","Apr-2016",56348,20849,"Clallam County","Retailer since Mar 2015","http://www.502data.com//license/414735"
"2053","MISTER BUDS","Mar-2016",52253,19333,"Clallam County","Retailer since Mar 2015","http://www.502data.com//license/414735"
"2054","MISTER BUDS","Feb-2016",50802,18797,"Clallam County","Retailer since Mar 2015","http://www.502data.com//license/414735"
"2055","MISTER BUDS","Jan-2016",42889,15869,"Clallam County","Retailer since Mar 2015","http://www.502data.com//license/414735"
"2056","MISTER BUDS","All-2015",351505,126523,"Clallam County","Retailer since Mar 2015","http://www.502data.com//license/414735"
"2057","GREEN ZAP","Sep-2016",92040,34055,"King County","Retailer since Mar 2016","http://www.502data.com//license/420793"
"2058","GREEN ZAP","Aug-2016",89071,32956,"King County","Retailer since Mar 2016","http://www.502data.com//license/420793"
"2059","GREEN ZAP","Jul-2016",78001,28860,"King County","Retailer since Mar 2016","http://www.502data.com//license/420793"
"2060","GREEN ZAP","Jun-2016",66227,24504,"King County","Retailer since Mar 2016","http://www.502data.com//license/420793"
"2061","GREEN ZAP","May-2016",66053,24440,"King County","Retailer since Mar 2016","http://www.502data.com//license/420793"
"2062","GREEN ZAP","Apr-2016",52450,19407,"King County","Retailer since Mar 2016","http://www.502data.com//license/420793"
"2063","GREEN ZAP","Mar-2016",26317,9737,"King County","Retailer since Mar 2016","http://www.502data.com//license/420793"
"2064","SWEET LEAF CANNABIS CO","Sep-2016",89891,33260,"Grays Harbor County","Retailer since Aug 2015","http://www.502data.com//license/415523"
"2065","SWEET LEAF CANNABIS CO","Aug-2016",91810,33970,"Grays Harbor County","Retailer since Aug 2015","http://www.502data.com//license/415523"
"2066","SWEET LEAF CANNABIS CO","Jul-2016",88464,32732,"Grays Harbor County","Retailer since Aug 2015","http://www.502data.com//license/415523"
"2067","SWEET LEAF CANNABIS CO","Jun-2016",64082,23710,"Grays Harbor County","Retailer since Aug 2015","http://www.502data.com//license/415523"
"2068","SWEET LEAF CANNABIS CO","May-2016",59387,21973,"Grays Harbor County","Retailer since Aug 2015","http://www.502data.com//license/415523"
"2069","SWEET LEAF CANNABIS CO","Apr-2016",62857,23257,"Grays Harbor County","Retailer since Aug 2015","http://www.502data.com//license/415523"
"2070","SWEET LEAF CANNABIS CO","Mar-2016",61626,22802,"Grays Harbor County","Retailer since Aug 2015","http://www.502data.com//license/415523"
"2071","SWEET LEAF CANNABIS CO","Feb-2016",58972,21820,"Grays Harbor County","Retailer since Aug 2015","http://www.502data.com//license/415523"
"2072","SWEET LEAF CANNABIS CO","Jan-2016",48084,17791,"Grays Harbor County","Retailer since Aug 2015","http://www.502data.com//license/415523"
"2073","SWEET LEAF CANNABIS CO","All-2015",190272,70401,"Grays Harbor County","Retailer since Aug 2015","http://www.502data.com//license/415523"
"2074","MARY'S FINEST MARIJUANA","Sep-2016",89517,33121,"King County","Retailer since Nov 2014","http://www.502data.com//license/415325"
"2075","MARY'S FINEST MARIJUANA","Aug-2016",99656,36873,"King County","Retailer since Nov 2014","http://www.502data.com//license/415325"
"2076","MARY'S FINEST MARIJUANA","Jul-2016",109152,40386,"King County","Retailer since Nov 2014","http://www.502data.com//license/415325"
"2077","MARY'S FINEST MARIJUANA","Jun-2016",105426,39008,"King County","Retailer since Nov 2014","http://www.502data.com//license/415325"
"2078","MARY'S FINEST MARIJUANA","May-2016",113779,42098,"King County","Retailer since Nov 2014","http://www.502data.com//license/415325"
"2079","MARY'S FINEST MARIJUANA","Apr-2016",107919,39930,"King County","Retailer since Nov 2014","http://www.502data.com//license/415325"
"2080","MARY'S FINEST MARIJUANA","Mar-2016",106395,39366,"King County","Retailer since Nov 2014","http://www.502data.com//license/415325"
"2081","MARY'S FINEST MARIJUANA","Feb-2016",101886,37698,"King County","Retailer since Nov 2014","http://www.502data.com//license/415325"
"2082","MARY'S FINEST MARIJUANA","Jan-2016",94338,34905,"King County","Retailer since Nov 2014","http://www.502data.com//license/415325"
"2083","MARY'S FINEST MARIJUANA","All-2015",920463,327259,"King County","Retailer since Nov 2014","http://www.502data.com//license/415325"
"2084","MARY'S FINEST MARIJUANA","All-2014",66478,22159,"King County","Retailer since Nov 2014","http://www.502data.com//license/415325"
"2085","THC OF LACEY","Sep-2016",88632,32794,"Thurston County","Retailer since Jul 2016","http://www.502data.com//license/421335"
"2086","THC OF LACEY","Aug-2016",83212,30788,"Thurston County","Retailer since Jul 2016","http://www.502data.com//license/421335"
"2087","THC OF LACEY","Jul-2016",42888,15868,"Thurston County","Retailer since Jul 2016","http://www.502data.com//license/421335"
"2088","STICKY'S","Sep-2016",88350,32689,"Clark County","Retailer since Dec 2015","http://www.502data.com//license/421326"
"2089","STICKY'S","Aug-2016",161407,59720,"Clark County","Retailer since Dec 2015","http://www.502data.com//license/421326"
"2090","STICKY'S","Jul-2016",150051,55519,"Clark County","Retailer since Dec 2015","http://www.502data.com//license/421326"
"2091","STICKY'S","Jun-2016",127452,47157,"Clark County","Retailer since Dec 2015","http://www.502data.com//license/421326"
"2092","STICKY'S","May-2016",111905,41405,"Clark County","Retailer since Dec 2015","http://www.502data.com//license/421326"
"2093","STICKY'S","Apr-2016",95349,35279,"Clark County","Retailer since Dec 2015","http://www.502data.com//license/421326"
"2094","STICKY'S","Mar-2016",71760,26551,"Clark County","Retailer since Dec 2015","http://www.502data.com//license/421326"
"2095","STICKY'S","Feb-2016",51356,19002,"Clark County","Retailer since Dec 2015","http://www.502data.com//license/421326"
"2096","STICKY'S","Jan-2016",24552,9084,"Clark County","Retailer since Dec 2015","http://www.502data.com//license/421326"
"2097","STICKY'S","All-2015",1864,690,"Clark County","Retailer since Dec 2015","http://www.502data.com//license/421326"
"2098","GREEN LEAF","Sep-2016",86289,31927,"Whatcom County","Retailer since Feb 2016","http://www.502data.com//license/414918"
"2099","GREEN LEAF","Aug-2016",83323,30830,"Whatcom County","Retailer since Feb 2016","http://www.502data.com//license/414918"
"2100","GREEN LEAF","Jul-2016",79201,29304,"Whatcom County","Retailer since Feb 2016","http://www.502data.com//license/414918"
"2101","GREEN LEAF","Jun-2016",51057,18891,"Whatcom County","Retailer since Feb 2016","http://www.502data.com//license/414918"
"2102","GREEN LEAF","May-2016",47573,17602,"Whatcom County","Retailer since Feb 2016","http://www.502data.com//license/414918"
"2103","GREEN LEAF","Apr-2016",40614,15027,"Whatcom County","Retailer since Feb 2016","http://www.502data.com//license/414918"
"2104","GREEN LEAF","Mar-2016",33723,12477,"Whatcom County","Retailer since Feb 2016","http://www.502data.com//license/414918"
"2105","GREEN LEAF","Feb-2016",22540,8340,"Whatcom County","Retailer since Feb 2016","http://www.502data.com//license/414918"
"2106","GOLDEN DISPENSARIES","Sep-2016",85973,31810,"Klickitat County","Retailer since Oct 2014","http://www.502data.com//license/414292"
"2107","GOLDEN DISPENSARIES","Aug-2016",74232,27466,"Klickitat County","Retailer since Oct 2014","http://www.502data.com//license/414292"
"2108","GOLDEN DISPENSARIES","Jul-2016",70669,26147,"Klickitat County","Retailer since Oct 2014","http://www.502data.com//license/414292"
"2109","GOLDEN DISPENSARIES","Jun-2016",56807,21019,"Klickitat County","Retailer since Oct 2014","http://www.502data.com//license/414292"
"2110","GOLDEN DISPENSARIES","May-2016",48862,18079,"Klickitat County","Retailer since Oct 2014","http://www.502data.com//license/414292"
"2111","GOLDEN DISPENSARIES","Apr-2016",41413,15323,"Klickitat County","Retailer since Oct 2014","http://www.502data.com//license/414292"
"2112","GOLDEN DISPENSARIES","Mar-2016",27305,10103,"Klickitat County","Retailer since Oct 2014","http://www.502data.com//license/414292"
"2113","GOLDEN DISPENSARIES","Feb-2016",23633,8744,"Klickitat County","Retailer since Oct 2014","http://www.502data.com//license/414292"
"2114","GOLDEN DISPENSARIES","Jan-2016",17365,6425,"Klickitat County","Retailer since Oct 2014","http://www.502data.com//license/414292"
"2115","GOLDEN DISPENSARIES","All-2015",161771,57886,"Klickitat County","Retailer since Oct 2014","http://www.502data.com//license/414292"
"2116","GOLDEN DISPENSARIES","All-2014",7322,2441,"Klickitat County","Retailer since Oct 2014","http://www.502data.com//license/414292"
"2117","CHIMACUM CANNABIS","Sep-2016",84916,31419,"Jefferson County","Retailer since Jun 2016","http://www.502data.com//license/413492"
"2118","CHIMACUM CANNABIS","Aug-2016",86041,31835,"Jefferson County","Retailer since Jun 2016","http://www.502data.com//license/413492"
"2119","CHIMACUM CANNABIS","Jul-2016",69831,25837,"Jefferson County","Retailer since Jun 2016","http://www.502data.com//license/413492"
"2120","CHIMACUM CANNABIS","Jun-2016",21248,7862,"Jefferson County","Retailer since Jun 2016","http://www.502data.com//license/413492"
"2121","TOKEN HERB","Sep-2016",84715,31345,"San Juan County","Retailer since Nov 2014","http://www.502data.com//license/400209"
"2122","TOKEN HERB","Aug-2016",93887,34738,"San Juan County","Retailer since Nov 2014","http://www.502data.com//license/400209"
"2123","TOKEN HERB","Jul-2016",88214,32639,"San Juan County","Retailer since Nov 2014","http://www.502data.com//license/400209"
"2124","TOKEN HERB","Jun-2016",74542,27581,"San Juan County","Retailer since Nov 2014","http://www.502data.com//license/400209"
"2125","TOKEN HERB","May-2016",61324,22690,"San Juan County","Retailer since Nov 2014","http://www.502data.com//license/400209"
"2126","TOKEN HERB","Apr-2016",59628,22063,"San Juan County","Retailer since Nov 2014","http://www.502data.com//license/400209"
"2127","TOKEN HERB","Mar-2016",53612,19836,"San Juan County","Retailer since Nov 2014","http://www.502data.com//license/400209"
"2128","TOKEN HERB","Feb-2016",44553,16485,"San Juan County","Retailer since Nov 2014","http://www.502data.com//license/400209"
"2129","TOKEN HERB","Jan-2016",42695,15797,"San Juan County","Retailer since Nov 2014","http://www.502data.com//license/400209"
"2130","TOKEN HERB","All-2015",479201,171518,"San Juan County","Retailer since Nov 2014","http://www.502data.com//license/400209"
"2131","TOKEN HERB","All-2014",30508,10169,"San Juan County","Retailer since Nov 2014","http://www.502data.com//license/400209"
"2132","WASHINGTON RETAIL PARTNERS","Sep-2016",80574,29812,"Yakima County","Retailer since Jul 2016","http://www.502data.com//license/415148"
"2133","WASHINGTON RETAIL PARTNERS","Aug-2016",58046,21477,"Yakima County","Retailer since Jul 2016","http://www.502data.com//license/415148"
"2134","WASHINGTON RETAIL PARTNERS","Jul-2016",32179,11906,"Yakima County","Retailer since Jul 2016","http://www.502data.com//license/415148"
"2135","IT IS LIT LLC","Sep-2016",80223,29683,"Adams County","Retailer since Jul 2016","http://www.502data.com//license/423203"
"2136","IT IS LIT LLC","Aug-2016",43603,16133,"Adams County","Retailer since Jul 2016","http://www.502data.com//license/423203"
"2137","IT IS LIT LLC","Jul-2016",2750,1018,"Adams County","Retailer since Jul 2016","http://www.502data.com//license/423203"
"2138","W.C.W. ENTERPRISES","Sep-2016",79918,29570,"Whatcom County","Retailer since Feb 2015","http://www.502data.com//license/415445"
"2139","W.C.W. ENTERPRISES","Aug-2016",77709,28752,"Whatcom County","Retailer since Feb 2015","http://www.502data.com//license/415445"
"2140","W.C.W. ENTERPRISES","Jul-2016",73546,27212,"Whatcom County","Retailer since Feb 2015","http://www.502data.com//license/415445"
"2141","W.C.W. ENTERPRISES","Jun-2016",61656,22813,"Whatcom County","Retailer since Feb 2015","http://www.502data.com//license/415445"
"2142","W.C.W. ENTERPRISES","May-2016",56943,21069,"Whatcom County","Retailer since Feb 2015","http://www.502data.com//license/415445"
"2143","W.C.W. ENTERPRISES","Apr-2016",52579,19454,"Whatcom County","Retailer since Feb 2015","http://www.502data.com//license/415445"
"2144","W.C.W. ENTERPRISES","Mar-2016",48869,18081,"Whatcom County","Retailer since Feb 2015","http://www.502data.com//license/415445"
"2145","W.C.W. ENTERPRISES","Feb-2016",42556,15746,"Whatcom County","Retailer since Feb 2015","http://www.502data.com//license/415445"
"2146","W.C.W. ENTERPRISES","Jan-2016",37399,13838,"Whatcom County","Retailer since Feb 2015","http://www.502data.com//license/415445"
"2147","W.C.W. ENTERPRISES","All-2015",283478,102071,"Whatcom County","Retailer since Feb 2015","http://www.502data.com//license/415445"
"2148","THE HAPPY CROP SHOPPE","Sep-2016",78676,29110,"Chelan County","Retailer since Jul 2016","http://www.502data.com//license/420934"
"2149","THE HAPPY CROP SHOPPE","Aug-2016",66248,24512,"Chelan County","Retailer since Jul 2016","http://www.502data.com//license/420934"
"2150","THE HAPPY CROP SHOPPE","Jul-2016",34536,12778,"Chelan County","Retailer since Jul 2016","http://www.502data.com//license/420934"
"2151","GOLD BAR MARIJUANA","Sep-2016",77973,28850,"Snohomish County","Retailer since May 2016","http://www.502data.com//license/422168"
"2152","GOLD BAR MARIJUANA","Aug-2016",76166,28181,"Snohomish County","Retailer since May 2016","http://www.502data.com//license/422168"
"2153","GOLD BAR MARIJUANA","Jul-2016",69298,25640,"Snohomish County","Retailer since May 2016","http://www.502data.com//license/422168"
"2154","GOLD BAR MARIJUANA","Jun-2016",47146,17444,"Snohomish County","Retailer since May 2016","http://www.502data.com//license/422168"
"2155","GOLD BAR MARIJUANA","May-2016",11026,4079,"Snohomish County","Retailer since May 2016","http://www.502data.com//license/422168"
"2156","BUDEEZ","Sep-2016",76640,28357,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/420661"
"2157","BUDEEZ","Aug-2016",60164,22261,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/420661"
"2158","BUDEEZ","Jul-2016",53512,19800,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/420661"
"2159","BUDEEZ","Jun-2016",33526,12405,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/420661"
"2160","BUDEEZ","May-2016",22580,8355,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/420661"
"2161","BUDEEZ","Apr-2016",3086,1142,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/420661"
"2162","SAVAGE THC","Sep-2016",76147,28174,"Stevens County","Retailer since Aug 2014","http://www.502data.com//license/412066"
"2163","SAVAGE THC","Aug-2016",84538,31279,"Stevens County","Retailer since Aug 2014","http://www.502data.com//license/412066"
"2164","SAVAGE THC","Jul-2016",84743,31355,"Stevens County","Retailer since Aug 2014","http://www.502data.com//license/412066"
"2165","SAVAGE THC","Jun-2016",77087,28522,"Stevens County","Retailer since Aug 2014","http://www.502data.com//license/412066"
"2166","SAVAGE THC","May-2016",73078,27039,"Stevens County","Retailer since Aug 2014","http://www.502data.com//license/412066"
"2167","SAVAGE THC","Apr-2016",71911,26607,"Stevens County","Retailer since Aug 2014","http://www.502data.com//license/412066"
"2168","SAVAGE THC","Mar-2016",65742,24325,"Stevens County","Retailer since Aug 2014","http://www.502data.com//license/412066"
"2169","SAVAGE THC","Feb-2016",64911,24017,"Stevens County","Retailer since Aug 2014","http://www.502data.com//license/412066"
"2170","SAVAGE THC","Jan-2016",55989,20716,"Stevens County","Retailer since Aug 2014","http://www.502data.com//license/412066"
"2171","SAVAGE THC","All-2015",731023,258607,"Stevens County","Retailer since Aug 2014","http://www.502data.com//license/412066"
"2172","SAVAGE THC","All-2014",84521,28174,"Stevens County","Retailer since Aug 2014","http://www.502data.com//license/412066"
"2173","CANNABIS COAST","Sep-2016",75532,27947,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/420123"
"2174","CANNABIS COAST","Aug-2016",73752,27288,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/420123"
"2175","CANNABIS COAST","Jul-2016",66149,24475,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/420123"
"2176","CANNABIS COAST","Jun-2016",51906,19205,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/420123"
"2177","CANNABIS COAST","May-2016",35619,13179,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/420123"
"2178","CANNABIS COAST","Apr-2016",17403,6439,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/420123"
"2179","CANNABIS COAST","Mar-2016",41844,15482,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/420123"
"2180","CANNABIS COAST","Feb-2016",35847,13264,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/420123"
"2181","CANNABIS COAST","Jan-2016",25724,9518,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/420123"
"2182","CANNABIS COAST","All-2015",1871,692,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/420123"
"2183","THE HERBAL CENTER","Sep-2016",74285,27485,"Thurston County","Retailer since Apr 2015","http://www.502data.com//license/415484"
"2184","THE HERBAL CENTER","Aug-2016",75675,28000,"Thurston County","Retailer since Apr 2015","http://www.502data.com//license/415484"
"2185","THE HERBAL CENTER","Jul-2016",72910,26977,"Thurston County","Retailer since Apr 2015","http://www.502data.com//license/415484"
"2186","THE HERBAL CENTER","Jun-2016",62773,23226,"Thurston County","Retailer since Apr 2015","http://www.502data.com//license/415484"
"2187","THE HERBAL CENTER","May-2016",58817,21762,"Thurston County","Retailer since Apr 2015","http://www.502data.com//license/415484"
"2188","THE HERBAL CENTER","Apr-2016",61018,22577,"Thurston County","Retailer since Apr 2015","http://www.502data.com//license/415484"
"2189","THE HERBAL CENTER","Mar-2016",56835,21029,"Thurston County","Retailer since Apr 2015","http://www.502data.com//license/415484"
"2190","THE HERBAL CENTER","Feb-2016",48488,17940,"Thurston County","Retailer since Apr 2015","http://www.502data.com//license/415484"
"2191","THE HERBAL CENTER","Jan-2016",47607,17615,"Thurston County","Retailer since Apr 2015","http://www.502data.com//license/415484"
"2192","THE HERBAL CENTER","All-2015",324645,118353,"Thurston County","Retailer since Apr 2015","http://www.502data.com//license/415484"
"2193","SECRET HERB SHOP","Sep-2016",73424,27167,"Ferry County","Retailer since Sep 2015","http://www.502data.com//license/413994"
"2194","SECRET HERB SHOP","Aug-2016",79267,29329,"Ferry County","Retailer since Sep 2015","http://www.502data.com//license/413994"
"2195","SECRET HERB SHOP","Jul-2016",71131,26318,"Ferry County","Retailer since Sep 2015","http://www.502data.com//license/413994"
"2196","SECRET HERB SHOP","Jun-2016",61740,22844,"Ferry County","Retailer since Sep 2015","http://www.502data.com//license/413994"
"2197","SECRET HERB SHOP","May-2016",53766,19893,"Ferry County","Retailer since Sep 2015","http://www.502data.com//license/413994"
"2198","SECRET HERB SHOP","Apr-2016",50253,18593,"Ferry County","Retailer since Sep 2015","http://www.502data.com//license/413994"
"2199","SECRET HERB SHOP","Mar-2016",47728,17659,"Ferry County","Retailer since Sep 2015","http://www.502data.com//license/413994"
"2200","SECRET HERB SHOP","Feb-2016",42771,15825,"Ferry County","Retailer since Sep 2015","http://www.502data.com//license/413994"
"2201","SECRET HERB SHOP","Jan-2016",31006,11472,"Ferry County","Retailer since Sep 2015","http://www.502data.com//license/413994"
"2202","SECRET HERB SHOP","All-2015",130537,48299,"Ferry County","Retailer since Sep 2015","http://www.502data.com//license/413994"
"2203","NV ABERDEEN","Sep-2016",73079,27039,"Grays Harbor County","Retailer since Jun 2016","http://www.502data.com//license/414345"
"2204","NV ABERDEEN","Aug-2016",46695,17277,"Grays Harbor County","Retailer since Jun 2016","http://www.502data.com//license/414345"
"2205","NV ABERDEEN","Jul-2016",26921,9961,"Grays Harbor County","Retailer since Jun 2016","http://www.502data.com//license/414345"
"2206","NV ABERDEEN","Jun-2016",5,2,"Grays Harbor County","Retailer since Jun 2016","http://www.502data.com//license/414345"
"2207","GROWERS OUTLET","Sep-2016",72368,26776,"Pacific County","Retailer since Apr 2015","http://www.502data.com//license/415124"
"2208","GROWERS OUTLET","Aug-2016",66185,24489,"Pacific County","Retailer since Apr 2015","http://www.502data.com//license/415124"
"2209","GROWERS OUTLET","Jul-2016",58024,21469,"Pacific County","Retailer since Apr 2015","http://www.502data.com//license/415124"
"2210","GROWERS OUTLET","Jun-2016",49571,18341,"Pacific County","Retailer since Apr 2015","http://www.502data.com//license/415124"
"2211","GROWERS OUTLET","May-2016",49016,18136,"Pacific County","Retailer since Apr 2015","http://www.502data.com//license/415124"
"2212","GROWERS OUTLET","Apr-2016",50146,18554,"Pacific County","Retailer since Apr 2015","http://www.502data.com//license/415124"
"2213","GROWERS OUTLET","Mar-2016",47879,17715,"Pacific County","Retailer since Apr 2015","http://www.502data.com//license/415124"
"2214","GROWERS OUTLET","Feb-2016",45529,16846,"Pacific County","Retailer since Apr 2015","http://www.502data.com//license/415124"
"2215","GROWERS OUTLET","Jan-2016",41423,15327,"Pacific County","Retailer since Apr 2015","http://www.502data.com//license/415124"
"2216","GROWERS OUTLET","All-2015",366127,132715,"Pacific County","Retailer since Apr 2015","http://www.502data.com//license/415124"
"2217","GOODBUDS","Sep-2016",71435,26431,"Grant County","Retailer since Mar 2015","http://www.502data.com//license/415294"
"2218","GOODBUDS","Aug-2016",56849,21034,"Grant County","Retailer since Mar 2015","http://www.502data.com//license/415294"
"2219","GOODBUDS","Jul-2016",58039,21474,"Grant County","Retailer since Mar 2015","http://www.502data.com//license/415294"
"2220","GOODBUDS","Jun-2016",43292,16018,"Grant County","Retailer since Mar 2015","http://www.502data.com//license/415294"
"2221","GOODBUDS","May-2016",44886,16608,"Grant County","Retailer since Mar 2015","http://www.502data.com//license/415294"
"2222","GOODBUDS","Apr-2016",37677,13941,"Grant County","Retailer since Mar 2015","http://www.502data.com//license/415294"
"2223","GOODBUDS","Mar-2016",31220,11552,"Grant County","Retailer since Mar 2015","http://www.502data.com//license/415294"
"2224","GOODBUDS","Feb-2016",27074,10017,"Grant County","Retailer since Mar 2015","http://www.502data.com//license/415294"
"2225","GOODBUDS","Jan-2016",23323,8629,"Grant County","Retailer since Mar 2015","http://www.502data.com//license/415294"
"2226","GOODBUDS","All-2015",231021,83430,"Grant County","Retailer since Mar 2015","http://www.502data.com//license/415294"
"2227","DANK'S WONDER EMPORIUM, LLC","Sep-2016",71132,26319,"Thurston County","Retailer since Aug 2016","http://www.502data.com//license/423571"
"2228","DANK'S WONDER EMPORIUM, LLC","Aug-2016",18198,6733,"Thurston County","Retailer since Aug 2016","http://www.502data.com//license/423571"
"2229","NATURAL BLESSINGS LLC","Sep-2016",70987,26265,"Pierce County","Retailer since Jul 2016","http://www.502data.com//license/423390"
"2230","NATURAL BLESSINGS LLC","Aug-2016",49987,18495,"Pierce County","Retailer since Jul 2016","http://www.502data.com//license/423390"
"2231","NATURAL BLESSINGS LLC","Jul-2016",5132,1899,"Pierce County","Retailer since Jul 2016","http://www.502data.com//license/423390"
"2232","MUFFYS SMOKIN'GREENS","Sep-2016",69100,25567,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/413930"
"2233","MUFFYS SMOKIN'GREENS","Aug-2016",69546,25732,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/413930"
"2234","MUFFYS SMOKIN'GREENS","Jul-2016",63979,23672,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/413930"
"2235","MUFFYS SMOKIN'GREENS","Jun-2016",55773,20636,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/413930"
"2236","MUFFYS SMOKIN'GREENS","May-2016",52582,19455,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/413930"
"2237","MUFFYS SMOKIN'GREENS","Apr-2016",56048,20738,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/413930"
"2238","MUFFYS SMOKIN'GREENS","Mar-2016",58616,21688,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/413930"
"2239","MUFFYS SMOKIN'GREENS","Feb-2016",57452,21257,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/413930"
"2240","MUFFYS SMOKIN'GREENS","Jan-2016",53548,19813,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/413930"
"2241","MUFFYS SMOKIN'GREENS","All-2015",155131,57398,"Clallam County","Retailer since Sep 2015","http://www.502data.com//license/413930"
"2242","A RECREATIONAL MARIJUANA STORE","Sep-2016",68485,25339,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/421359"
"2243","A RECREATIONAL MARIJUANA STORE","Aug-2016",58154,21517,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/421359"
"2244","A RECREATIONAL MARIJUANA STORE","Jul-2016",47420,17545,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/421359"
"2245","A RECREATIONAL MARIJUANA STORE","Jun-2016",23158,8568,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/421359"
"2246","A RECREATIONAL MARIJUANA STORE","May-2016",10504,3887,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/421359"
"2247","A RECREATIONAL MARIJUANA STORE","Apr-2016",281,104,"Kitsap County","Retailer since Apr 2016","http://www.502data.com//license/421359"
"2248","LUCID CANNABIS COMPANY","Sep-2016",66473,24595,"Spokane County","Retailer since Jul 2016","http://www.502data.com//license/420497"
"2249","LUCID CANNABIS COMPANY","Aug-2016",53437,19772,"Spokane County","Retailer since Jul 2016","http://www.502data.com//license/420497"
"2250","LUCID CANNABIS COMPANY","Jul-2016",10997,4069,"Spokane County","Retailer since Jul 2016","http://www.502data.com//license/420497"
"2251","CANNAZONE","Sep-2016",64333,23803,"Whatcom County","Retailer since Sep 2016","http://www.502data.com//license/421813"
"2252","EVERGREEN CANNABIS","Sep-2016",62964,23297,"Whatcom County","Retailer since Jan 2015","http://www.502data.com//license/415064"
"2253","EVERGREEN CANNABIS","Aug-2016",69893,25861,"Whatcom County","Retailer since Jan 2015","http://www.502data.com//license/415064"
"2254","EVERGREEN CANNABIS","Jul-2016",68074,25187,"Whatcom County","Retailer since Jan 2015","http://www.502data.com//license/415064"
"2255","EVERGREEN CANNABIS","Jun-2016",62823,23245,"Whatcom County","Retailer since Jan 2015","http://www.502data.com//license/415064"
"2256","EVERGREEN CANNABIS","May-2016",59675,22080,"Whatcom County","Retailer since Jan 2015","http://www.502data.com//license/415064"
"2257","EVERGREEN CANNABIS","Apr-2016",55448,20516,"Whatcom County","Retailer since Jan 2015","http://www.502data.com//license/415064"
"2258","EVERGREEN CANNABIS","Mar-2016",52840,19551,"Whatcom County","Retailer since Jan 2015","http://www.502data.com//license/415064"
"2259","EVERGREEN CANNABIS","Feb-2016",42582,15755,"Whatcom County","Retailer since Jan 2015","http://www.502data.com//license/415064"
"2260","EVERGREEN CANNABIS","Jan-2016",40225,14883,"Whatcom County","Retailer since Jan 2015","http://www.502data.com//license/415064"
"2261","EVERGREEN CANNABIS","All-2015",522581,185569,"Whatcom County","Retailer since Jan 2015","http://www.502data.com//license/415064"
"2262","KING CRONIC","Sep-2016",61876,22894,"Thurston County","Retailer since Apr 2016","http://www.502data.com//license/422012"
"2263","KING CRONIC","Aug-2016",54836,20289,"Thurston County","Retailer since Apr 2016","http://www.502data.com//license/422012"
"2264","KING CRONIC","Jul-2016",43387,16053,"Thurston County","Retailer since Apr 2016","http://www.502data.com//license/422012"
"2265","KING CRONIC","Jun-2016",28941,10708,"Thurston County","Retailer since Apr 2016","http://www.502data.com//license/422012"
"2266","KING CRONIC","May-2016",23699,8769,"Thurston County","Retailer since Apr 2016","http://www.502data.com//license/422012"
"2267","KING CRONIC","Apr-2016",9462,3501,"Thurston County","Retailer since Apr 2016","http://www.502data.com//license/422012"
"2268","THE FIRE HOUSE","Sep-2016",60850,22515,"Kittitas County","Retailer since Aug 2016","http://www.502data.com//license/400772"
"2269","THE FIRE HOUSE","Aug-2016",25589,9468,"Kittitas County","Retailer since Aug 2016","http://www.502data.com//license/400772"
"2270","LEGAL MARIJUANA SUPERSTORE","Sep-2016",60797,22495,"Kitsap County","Retailer since Feb 2016","http://www.502data.com//license/417880"
"2271","LEGAL MARIJUANA SUPERSTORE","Aug-2016",62763,23222,"Kitsap County","Retailer since Feb 2016","http://www.502data.com//license/417880"
"2272","LEGAL MARIJUANA SUPERSTORE","Jul-2016",68625,25391,"Kitsap County","Retailer since Feb 2016","http://www.502data.com//license/417880"
